Name	YT Scope Project	
File	C:\MAS247 Projects\ThreeTankSystem\ThreeTankSimulation\Scope Project.csv	
53110	0.004623446	53110	1
53120	0.00464460673	53120	1
53130	0.00466582226	53130	1
53140	0.00468709273	53140	1
53150	0.00470841862	53150	1
53160	0.00472979946	53160	1
53170	0.00475123525	53170	1
53180	0.00477272645	53180	1
53190	0.00479427259	53190	1
53200	0.004815874	53200	1
53210	0.004837531	53210	1
53220	0.004859243	53220	1
53230	0.00488101039	53230	1
53240	0.004902833	53240	1
53250	0.004924711	53250	1
53260	0.004946644	53260	1
53270	0.00496863248	53270	1
53280	0.00499067642	53280	1
53290	0.00501277531	53290	1
53300	0.00503492961	53300	1
53310	0.00505713932	53310	1
53320	0.00507940445	53320	1
53330	0.005101725	53330	1
53340	0.005124101	53340	1
53350	0.00514653232	53350	1
53360	0.005169019	53360	1
53370	0.0051915613	53370	1
53380	0.005214159	53380	1
53390	0.005236812	53390	1
53400	0.00525952037	53400	1
53410	0.00528228469	53410	1
53420	0.00530510442	53420	1
53430	0.00532797957	53430	1
53440	0.00535091	53440	1
53450	0.00537389657	53450	1
53460	0.00539693842	53460	1
53470	0.00542003568	53470	1
53480	0.00544318836	53480	1
53490	0.005466397	53490	1
53500	0.005489661	53500	1
53510	0.00551298074	53510	1
53520	0.005536356	53520	1
53530	0.00555978669	53530	1
53540	0.00558327325	53540	1
53550	0.005606815	53550	1
53560	0.005630413	53560	1
53570	0.00565406634	53570	1
53580	0.00567777548	53580	1
53590	0.00570154	53590	1
53600	0.00572536048	53600	1
53610	0.005749237	53610	1
53620	0.00577316852	53620	1
53630	0.005797156	53630	1
53640	0.005821199	53640	1
53650	0.005845298	53650	1
53660	0.005869453	53660	1
53670	0.005893663	53670	1
53680	0.005917929	53680	1
53690	0.005942251	53690	1
53700	0.005966629	53700	1
53710	0.005991062	53710	1
53720	0.00601555128	53720	1
53730	0.00604009628	53730	1
53740	0.006064697	53740	1
53750	0.006089354	53750	1
53760	0.006114066	53760	1
53770	0.006138834	53770	1
53780	0.006163658	53780	1
53790	0.006188538	53790	1
53800	0.00621347362	53800	1
53810	0.006238465	53810	1
53820	0.00626351265	53820	1
53830	0.00628861552	53830	1
53840	0.00631377427	53840	1
53850	0.006338989	53850	1
53860	0.0063642594	53860	1
53870	0.006389586	53870	1
53880	0.006414968	53880	1
53890	0.006440406	53890	1
53900	0.0064659	53900	1
53910	0.00649145	53910	1
53920	0.006517056	53920	1
53930	0.00654271757	53930	1
53940	0.006568435	53940	1
53950	0.00659420853	53950	1
53960	0.006620038	53960	1
53970	0.006645923	53970	1
53980	0.006671864	53980	1
53990	0.006697861	53990	1
54000	0.006723914	54000	1
54010	0.00675002253	54010	1
54020	0.006776187	54020	1
54030	0.00680240756	54030	1
54040	0.006828684	54040	1
54050	0.006855016	54050	1
54060	0.006881404	54060	1
54070	0.00690784864	54070	1
54080	0.006934349	54080	1
54090	0.006960905	54090	1
54100	0.00698751723	54100	1
54110	0.007014185	54110	1
54120	0.007040909	54120	1
54130	0.00706768874	54130	1
54140	0.00709452434	54140	1
54150	0.007121416	54150	1
54160	0.007148363	54160	1
54170	0.00717536639	54170	1
54180	0.00720242551	54180	1
54190	0.0072295405	54190	1
54200	0.007256712	54200	1
54210	0.007283939	54210	1
54220	0.007311222	54220	1
54230	0.007338561	54230	1
54240	0.007365956	54240	1
54250	0.0073934067	54250	1
54260	0.00742091332	54260	1
54270	0.007448476	54270	1
54280	0.007476094	54280	1
54290	0.00750376843	54290	1
54300	0.00753149856	54300	1
54310	0.00755928457	54310	1
54320	0.00758712646	54320	1
54330	0.007615024	54330	1
54340	0.007642978	54340	1
54350	0.0076709874	54350	1
54360	0.007699053	54360	1
54370	0.007727174	54370	1
54380	0.00775535125	54380	1
54390	0.0077835843	54390	1
54400	0.00781187369	54400	1
54410	0.007840219	54410	1
54420	0.00786862	54420	1
54430	0.007897076	54430	1
54440	0.007925589	54440	1
54450	0.007954157	54450	1
54460	0.007982781	54460	1
54470	0.008011461	54470	1
54480	0.008040197	54480	1
54490	0.008068989	54490	1
54500	0.008097837	54500	1
54510	0.00812674	54510	1
54520	0.0081557	54520	1
54530	0.008184715	54530	1
54540	0.008213786	54540	1
54550	0.00824291352	54550	1
54560	0.00827209651	54560	1
54570	0.008301335	54570	1
54580	0.00833063	54580	1
54590	0.00835998	54590	1
54600	0.008389385	54600	1
54610	0.008418847	54610	1
54620	0.008448364	54620	1
54630	0.008477937	54630	1
54640	0.00850756653	54640	1
54650	0.0085372515	54650	1
54660	0.008566992	54660	1
54670	0.008596789	54670	1
54680	0.008626641	54680	1
54690	0.008656548	54690	1
54700	0.008686512	54700	1
54710	0.008716531	54710	1
54720	0.008746606	54720	1
54730	0.008776737	54730	1
54740	0.008806923	54740	1
54750	0.008837165	54750	1
54760	0.008867463	54760	1
54770	0.008897817	54770	1
54780	0.008928225	54780	1
54790	0.00895869	54790	1
54800	0.00898921	54800	1
54810	0.00901978649	54810	1
54820	0.009050418	54820	1
54830	0.009081105	54830	1
54840	0.009111848	54840	1
54850	0.009142647	54850	1
54860	0.0091735	54860	1
54870	0.00920441	54870	1
54880	0.009235376	54880	1
54890	0.009266396	54890	1
54900	0.009297472	54900	1
54910	0.009328605	54910	1
54920	0.009359792	54920	1
54930	0.009391035	54930	1
54940	0.009422334	54940	1
54950	0.009453688	54950	1
54960	0.009485098	54960	1
54970	0.009516562	54970	1
54980	0.009548083	54980	1
54990	0.00957965851	54990	1
55000	0.00961129	55000	1
55010	0.009642977	55010	1
55020	0.00967472	55020	1
55030	0.009706518	55030	1
55040	0.009738371	55040	1
55050	0.00977028	55050	1
55060	0.009802244	55060	1
55070	0.00983426347	55070	1
55080	0.009866338	55080	1
55090	0.009898469	55090	1
55100	0.009930654	55100	1
55110	0.009962895	55110	1
55120	0.009995191	55120	1
55130	0.0100275427	55130	1
55140	0.01005995	55140	1
55150	0.0100924121	55150	1
55160	0.0101249292	55160	1
55170	0.0101575023	55170	1
55180	0.01019013	55180	1
55190	0.0102228131	55190	1
55200	0.0102555519	55200	1
55210	0.0102883456	55210	1
55220	0.0103211943	55220	1
55230	0.0103540979	55230	1
55240	0.0103870574	55240	1
55250	0.0104200719	55250	1
55260	0.0104531413	55260	1
55270	0.0104862656	55270	1
55280	0.0105194449	55280	1
55290	0.01055268	55290	1
55300	0.01058597	55300	1
55310	0.0106193153	55310	1
55320	0.0106527153	55320	1
55330	0.01068617	55330	1
55340	0.01071968	55340	1
55350	0.0107532451	55350	1
55360	0.0107868649	55360	1
55370	0.01082054	55370	1
55380	0.01085427	55380	1
55390	0.0108880559	55390	1
55400	0.0109218964	55400	1
55410	0.0109557919	55410	1
55420	0.0109897414	55420	1
55430	0.0110237459	55430	1
55440	0.0110578053	55440	1
55450	0.01109192	55450	1
55460	0.0111260889	55460	1
55470	0.0111603132	55470	1
55480	0.0111945923	55480	1
55490	0.0112289265	55490	1
55500	0.0112633156	55500	1
55510	0.0112977587	55510	1
55520	0.0113322567	55520	1
55530	0.01136681	55530	1
55540	0.0114014177	55540	1
55550	0.0114360806	55550	1
55560	0.0114707975	55560	1
55570	0.0115055693	55570	1
55580	0.0115403961	55580	1
55590	0.011575277	55590	1
55600	0.0116102127	55600	1
55610	0.0116452035	55610	1
55620	0.0116802482	55620	1
55630	0.0117153479	55630	1
55640	0.0117505025	55640	1
55650	0.0117857112	55650	1
55660	0.0118209748	55660	1
55670	0.0118562924	55670	1
55680	0.0118916649	55680	1
55690	0.0119270915	55690	1
55700	0.011962573	55700	1
55710	0.0119981086	55710	1
55720	0.0120336981	55720	1
55730	0.0120693427	55730	1
55740	0.0121050412	55740	1
55750	0.0121407947	55750	1
55760	0.0121766021	55760	1
55770	0.0122124637	55770	1
55780	0.01224838	55780	1
55790	0.0122843506	55790	1
55800	0.0123203751	55800	1
55810	0.0123564536	55810	1
55820	0.012392587	55820	1
55830	0.0124287745	55830	1
55840	0.012465016	55840	1
55850	0.0125013115	55850	1
55860	0.012537661	55860	1
55870	0.0125740655	55870	1
55880	0.012610524	55880	1
55890	0.0126470365	55890	1
55900	0.012683603	55900	1
55910	0.0127202235	55910	1
55920	0.0127568981	55920	1
55930	0.0127936266	55930	1
55940	0.0128304092	55940	1
55950	0.0128672458	55950	1
55960	0.0129041364	55960	1
55970	0.0129410811	55970	1
55980	0.01297808	55980	1
55990	0.0130151315	55990	1
56000	0.0130522372	56000	1
56010	0.013089397	56010	1
56020	0.0131266108	56020	1
56030	0.0131638786	56030	1
56040	0.0132011995	56040	1
56050	0.0132385744	56050	1
56060	0.0132760033	56060	1
56070	0.0133134862	56070	1
56080	0.0133510223	56080	1
56090	0.0133886123	56090	1
56100	0.0134262564	56100	1
56110	0.0134639535	56110	1
56120	0.0135017047	56120	1
56130	0.0135395089	56130	1
56140	0.0135773672	56140	1
56150	0.0136152785	56150	1
56160	0.0136532439	56160	1
56170	0.0136912623	56170	1
56180	0.0137293348	56180	1
56190	0.01376746	56190	1
56200	0.013805639	56200	1
56210	0.0138438717	56210	1
56220	0.0138821574	56220	1
56230	0.0139204962	56230	1
56240	0.0139588891	56240	1
56250	0.013997335	56250	1
56260	0.014035834	56260	1
56270	0.0140743861	56270	1
56280	0.0141129922	56280	1
56290	0.0141516514	56290	1
56300	0.0141903637	56300	1
56310	0.0142291291	56310	1
56320	0.0142679475	56320	1
56330	0.0143068191	56330	1
56340	0.0143457437	56340	1
56350	0.0143847214	56350	1
56360	0.0144237522	56360	1
56370	0.0144628361	56370	1
56380	0.0145019731	56380	1
56390	0.0145411631	56390	1
56400	0.0145804062	56400	1
56410	0.0146197025	56410	1
56420	0.0146590518	56420	1
56430	0.0146984532	56430	1
56440	0.0147379078	56440	1
56450	0.0147774154	56450	1
56460	0.0148169762	56460	1
56470	0.014856589	56470	1
56480	0.014896255	56480	1
56490	0.014935974	56490	1
56500	0.0149757452	56500	1
56510	0.0150155695	56510	1
56520	0.015055446	56520	1
56530	0.0150953755	56530	1
56540	0.0151353581	56540	1
56550	0.0151753929	56550	1
56560	0.01521548	56560	1
56570	0.01525562	56570	1
56580	0.0152958119	56580	1
56590	0.0153360572	56590	1
56600	0.0153763546	56600	1
56610	0.0154167041	56610	1
56620	0.0154571068	56620	1
56630	0.0154975615	56630	1
56640	0.0155380685	56640	1
56650	0.0155786276	56650	1
56660	0.01561924	56660	1
56670	0.0156599041	56670	1
56680	0.01570062	56680	1
56690	0.0157413874	56690	10
56700	0.01578221	56700	10
56710	0.0158230849	56710	10
56720	0.0158640146	56720	10
56730	0.015905	56730	10
56740	0.0159460418	56740	10
56750	0.01598714	56750	10
56760	0.0160282943	56760	10
56770	0.01606951	56770	10
56780	0.0161107834	56780	10
56790	0.01615212	56790	10
56800	0.0161935166	56800	10
56810	0.0162349772	56810	10
56820	0.0162765011	56820	10
56830	0.0163180884	56830	10
56840	0.01635974	56840	10
56850	0.01640146	56850	10
56860	0.016443247	56860	10
56870	0.0164851	56870	10
56880	0.0165270232	56880	10
56890	0.0165690165	56890	10
56900	0.0166110788	56900	10
56910	0.0166532136	56910	10
56920	0.01669542	56920	10
56930	0.0167377	56930	10
56940	0.0167800523	56940	10
56950	0.01682248	56950	10
56960	0.0168649834	56960	10
56970	0.0169075634	56970	10
56980	0.01695022	56980	10
56990	0.0169929545	56990	10
57000	0.0170357674	57000	10
57010	0.01707866	57010	10
57020	0.0171216335	57020	10
57030	0.0171646886	57030	10
57040	0.0172078256	57040	10
57050	0.0172510464	57050	10
57060	0.017294351	57060	10
57070	0.0173377413	57070	10
57080	0.0173812155	57080	10
57090	0.0174247772	57090	10
57100	0.0174684264	57100	10
57110	0.0175121631	57110	10
57120	0.0175559875	57120	10
57130	0.017599903	57130	10
57140	0.017643908	57140	10
57150	0.0176880043	57150	10
57160	0.0177321918	57160	10
57170	0.0177764744	57170	10
57180	0.01782085	57180	10
57190	0.01786532	57190	10
57200	0.0179098845	57200	10
57210	0.0179545451	57210	10
57220	0.0179993026	57220	10
57230	0.0180441588	57230	10
57240	0.0180891119	57240	10
57250	0.0181341656	57250	10
57260	0.0181793179	57260	10
57270	0.01822457	57270	10
57280	0.0182699263	57280	10
57290	0.0183153842	57290	10
57300	0.0183609445	57300	10
57310	0.01840661	57310	10
57320	0.018452378	57320	10
57330	0.0184982512	57330	10
57340	0.01854423	57340	10
57350	0.018590318	57350	10
57360	0.0186365116	57360	10
57370	0.0186828151	57370	10
57380	0.0187292267	57380	10
57390	0.0187757481	57390	10
57400	0.01882238	57400	10
57410	0.0188691225	57410	10
57420	0.0189159773	57420	10
57430	0.0189629458	57430	10
57440	0.0190100279	57440	10
57450	0.0190572236	57450	10
57460	0.0191045348	57460	10
57470	0.0191519614	57470	10
57480	0.0191995054	57480	10
57490	0.0192471668	57490	10
57500	0.0192949455	57500	10
57510	0.0193428434	57510	10
57520	0.01939086	57520	10
57530	0.0194389969	57530	10
57540	0.0194872543	57540	10
57550	0.0195356347	57550	10
57560	0.0195841361	57560	10
57570	0.01963276	57570	10
57580	0.0196815077	57580	10
57590	0.01973038	57590	10
57600	0.0197793767	57600	10
57610	0.0198285	57610	10
57620	0.01987775	57620	10
57630	0.0199271273	57630	10
57640	0.0199766327	57640	10
57650	0.0200262666	57650	10
57660	0.020076029	57660	10
57670	0.0201259218	57670	10
57680	0.020175945	57680	10
57690	0.0202261	57690	10
57700	0.0202763863	57700	10
57710	0.0203268062	57710	10
57720	0.0203773584	57720	10
57730	0.0204280466	57730	10
57740	0.0204788689	57740	10
57750	0.0205298271	57750	10
57760	0.02058092	57760	10
57770	0.02063215	57770	10
57780	0.0206835177	57780	10
57790	0.0207350235	57790	10
57800	0.0207866672	57800	10
57810	0.02083845	57810	10
57820	0.0208903737	57820	10
57830	0.0209424384	57830	10
57840	0.0209946446	57840	10
57850	0.0210469924	57850	10
57860	0.0210994836	57860	10
57870	0.0211521182	57870	10
57880	0.0212048963	57880	10
57890	0.02125782	57890	10
57900	0.0213108864	57900	10
57910	0.0213641	57910	10
57920	0.02141746	57920	10
57930	0.0214709677	57930	10
57940	0.021524623	57940	10
57950	0.0215784274	57950	10
57960	0.02163238	57960	10
57970	0.0216864832	57970	10
57980	0.0217407364	57980	10
57990	0.02179514	57990	10
58000	0.0218496956	58000	10
58010	0.0219044033	58010	10
58020	0.0219592638	58020	10
58030	0.0220142771	58030	10
58040	0.0220694449	58040	10
58050	0.0221247673	58050	10
58060	0.0221802443	58060	10
58070	0.0222358778	58070	10
58080	0.0222916678	58080	10
58090	0.022347616	58090	10
58100	0.02240372	58100	10
58110	0.0224599838	58110	10
58120	0.0225164052	58120	10
58130	0.0225729868	58130	10
58140	0.0226297285	58140	10
58150	0.02268663	58150	10
58160	0.0227436945	58160	10
58170	0.02280092	58170	10
58180	0.0228583086	58180	10
58190	0.02291586	58190	10
58200	0.0229735747	58200	10
58210	0.0230314545	58210	10
58220	0.0230894983	58220	10
58230	0.0231477078	58230	10
58240	0.0232060831	58240	10
58250	0.0232646242	58250	10
58260	0.0233233329	58260	10
58270	0.02338221	58270	10
58280	0.0234412532	58280	10
58290	0.0235004667	58290	10
58300	0.02355985	58300	10
58310	0.0236194022	58310	10
58320	0.0236791242	58320	10
58330	0.0237390175	58330	10
58340	0.0237990823	58340	10
58350	0.02385932	58350	10
58360	0.02391973	58360	10
58370	0.0239803139	58370	10
58380	0.0240410715	58380	10
58390	0.0241020042	58390	10
58400	0.02416311	58400	10
58410	0.0242243931	58410	10
58420	0.024285851	58420	10
58430	0.024347486	58430	10
58440	0.0244092979	58440	10
58450	0.0244712867	58450	10
58460	0.0245334543	58460	10
58470	0.0245958	58470	10
58480	0.0246583261	58480	10
58490	0.024721032	58490	10
58500	0.0247839168	58500	10
58510	0.0248469822	58510	10
58520	0.0249102283	58520	10
58530	0.024973657	58530	10
58540	0.0250372682	58540	10
58550	0.0251010619	58550	10
58560	0.02516504	58560	10
58570	0.0252292026	58570	10
58580	0.0252935477	58580	10
58590	0.025358079	58590	10
58600	0.0254227947	58600	10
58610	0.0254876968	58610	10
58620	0.025552785	58620	10
58630	0.0256180614	58630	10
58640	0.0256835241	58640	10
58650	0.0257491749	58650	10
58660	0.0258150138	58660	10
58670	0.0258810427	58670	10
58680	0.02594726	58680	10
58690	0.0260136686	58690	10
58700	0.0260802675	58700	10
58710	0.0261470564	58710	10
58720	0.0262140371	58720	10
58730	0.02628121	58730	10
58740	0.0263485741	58740	10
58750	0.0264161322	58750	10
58760	0.0264838841	58760	10
58770	0.02655183	58770	10
58780	0.0266199689	58780	10
58790	0.0266883038	58790	10
58800	0.0267568324	58800	10
58810	0.0268255584	58810	10
58820	0.02689448	58820	10
58830	0.026963599	58830	10
58840	0.0270329136	58840	10
58850	0.0271024276	58850	10
58860	0.0271721389	58860	10
58870	0.02724205	58870	10
58880	0.0273121577	58880	10
58890	0.0273824669	58890	10
58900	0.0274529755	58900	10
58910	0.0275236852	58910	10
58920	0.0275945943	58920	10
58930	0.0276657045	58930	10
58940	0.0277370177	58940	10
58950	0.0278085321	58950	10
58960	0.02788025	58960	10
58970	0.02795217	58970	10
58980	0.0280242935	58980	10
58990	0.0280966219	58990	10
59000	0.0281691533	59000	10
59010	0.0282418914	59010	10
59020	0.0283148345	59020	10
59030	0.0283879824	59030	10
59040	0.0284613371	59040	10
59050	0.0285348985	59050	10
59060	0.0286086667	59060	10
59070	0.0286826435	59070	10
59080	0.0287568271	59080	10
59090	0.02883122	59090	10
59100	0.02890582	59100	10
59110	0.02898063	59110	10
59120	0.02905565	59120	10
59130	0.02913088	59130	10
59140	0.0292063188	59140	10
59150	0.02928197	59150	10
59160	0.0293578319	59160	10
59170	0.0294339061	59170	10
59180	0.0295101926	59180	10
59190	0.0295866914	59190	10
59200	0.0296634026	59200	10
59210	0.029740328	59210	10
59220	0.0298174657	59220	10
59230	0.02989482	59230	10
59240	0.0299723875	59240	10
59250	0.03005017	59250	10
59260	0.0301281679	59260	10
59270	0.0302063823	59270	10
59280	0.03028481	59280	10
59290	0.0303634573	59290	10
59300	0.03044232	59300	10
59310	0.0305214	59310	10
59320	0.0306006987	59320	10
59330	0.030680215	59330	10
59340	0.03075995	59340	10
59350	0.0308399033	59350	10
59360	0.0309200753	59360	10
59370	0.0310004689	59370	10
59380	0.0310810823	59380	10
59390	0.0311619155	59390	10
59400	0.0312429685	59400	10
59410	0.031324245	59410	10
59420	0.0314057432	59420	10
59430	0.03148746	59430	10
59440	0.0315694027	59440	10
59450	0.0316515677	59450	10
59460	0.0317339525	59460	10
59470	0.0318165645	59470	10
59480	0.0318994	59480	10
59490	0.03198246	59490	10
59500	0.03206574	59500	10
59510	0.0321492478	59510	10
59520	0.03223298	59520	10
59530	0.032316938	59530	10
59540	0.0324011222	59540	10
59550	0.0324855335	59550	10
59560	0.0325701721	59560	10
59570	0.0326550379	59570	10
59580	0.03274013	59580	10
59590	0.03282545	59590	10
59600	0.032911	59600	10
59610	0.0329967737	59610	10
59620	0.03308278	59620	10
59630	0.0331690125	59630	10
59640	0.0332554765	59640	10
59650	0.03334217	59650	10
59660	0.0334290937	59660	10
59670	0.0335162468	59670	10
59680	0.03360363	59680	10
59690	0.0336912461	59690	10
59700	0.0337790921	59700	10
59710	0.0338671729	59710	10
59720	0.0339554846	59720	10
59730	0.0340440273	59730	10
59740	0.0341328047	59740	10
59750	0.0342218131	59750	10
59760	0.0343110561	59760	10
59770	0.0344005339	59770	10
59780	0.0344902463	59780	10
59790	0.0345801935	59790	10
59800	0.03467037	59800	10
59810	0.0347607881	59810	10
59820	0.03485144	59820	10
59830	0.0349423252	59830	10
59840	0.0350334458	59840	10
59850	0.0351248048	59850	10
59860	0.0352164	59860	10
59870	0.03530823	59870	10
59880	0.0354003	59880	10
59890	0.03549261	59890	10
59900	0.0355851538	59900	10
59910	0.0356779359	59910	10
59920	0.0357709564	59920	10
59930	0.0358642153	59930	10
59940	0.0359577164	59940	10
59950	0.0360514559	59950	10
59960	0.0361454338	59960	10
59970	0.0362396538	59970	10
59980	0.0363341123	59980	10
59990	0.0364288129	59990	10
60000	0.0365237519	60000	10
60010	0.0366189331	60010	10
60020	0.0367143564	60020	10
60030	0.03681002	60030	10
60040	0.03690593	60040	10
60050	0.03700208	60050	10
60060	0.03709847	60060	10
60070	0.0371951051	60070	10
60080	0.03729198	60080	10
60090	0.0373891033	60090	10
60100	0.0374864675	60100	10
60110	0.0375840776	60110	10
60120	0.03768193	60120	10
60130	0.0377800278	60130	10
60140	0.03787837	60140	10
60150	0.03797696	60150	10
60160	0.0380757935	60160	10
60170	0.03817487	60170	10
60180	0.038274195	60180	10
60190	0.0383737646	60190	10
60200	0.03847358	60200	10
60210	0.0385736451	60210	10
60220	0.0386739559	60220	10
60230	0.0387745164	60230	10
60240	0.0388753228	60240	10
60250	0.038976375	60250	10
60260	0.0390776768	60260	10
60270	0.03917923	60270	10
60280	0.0392810255	60280	10
60290	0.0393830724	60290	10
60300	0.03948537	60300	10
60310	0.0395879149	60310	10
60320	0.03969071	60320	10
60330	0.0397937559	60330	10
60340	0.03989705	60340	10
60350	0.0400005952	60350	10
60360	0.04010439	60360	10
60370	0.0402084365	60370	10
60380	0.0403127335	60380	10
60390	0.0404172838	60390	10
60400	0.0405220836	60400	10
60410	0.0406271368	60410	10
60420	0.04073244	60420	10
60430	0.0408379957	60430	10
60440	0.0409438051	60440	10
60450	0.0410498679	60450	10
60460	0.0411561839	60460	10
60470	0.0412627533	60470	10
60480	0.041369576	60480	10
60490	0.041476652	60490	10
60500	0.04158398	60500	10
60510	0.041691564	60510	10
60520	0.0417994	60520	10
60530	0.041907493	60530	10
60540	0.04201584	60540	10
60550	0.0421244428	60550	10
60560	0.0422333	60560	10
60570	0.0423424132	60570	10
60580	0.04245178	60580	10
60590	0.0425614044	60590	10
60600	0.0426712856	60600	10
60610	0.0427814238	60610	10
60620	0.0428918153	60620	10
60630	0.0430024639	60630	10
60640	0.04311337	60640	10
60650	0.0432245322	60650	10
60660	0.0433359519	60660	10
60670	0.0434476323	60670	10
60680	0.04355957	60680	10
60690	0.0436717644	60690	10
60700	0.043784216	60700	10
60710	0.04389693	60710	10
60720	0.0440098979	60720	10
60730	0.0441231281	60730	10
60740	0.0442366153	60740	10
60750	0.0443503633	60750	10
60760	0.04446437	60760	10
60770	0.0445786342	60770	10
60780	0.04469316	60780	10
60790	0.04480795	60790	10
60800	0.0449229926	60800	10
60810	0.0450382978	60810	10
60820	0.0451538637	60820	10
60830	0.04526969	60830	10
60840	0.045385778	60840	10
60850	0.0455021262	60850	10
60860	0.0456187353	60860	10
60870	0.04573561	60870	10
60880	0.0458527431	60880	10
60890	0.04597014	60890	10
60900	0.046087794	60900	10
60910	0.0462057143	60910	10
60920	0.0463238955	60920	10
60930	0.04644234	60930	10
60940	0.0465610474	60940	10
60950	0.04668002	60950	10
60960	0.0467992537	60960	10
60970	0.04691875	60970	10
60980	0.04703851	60980	10
60990	0.0471585356	60990	10
61000	0.04727882	61000	10
61010	0.04739937	61010	10
61020	0.0475201868	61020	10
61030	0.0476412661	61030	10
61040	0.04776261	61040	10
61050	0.04788422	61050	10
61060	0.04800609	61060	10
61070	0.0481282324	61070	10
61080	0.0482506379	61080	10
61090	0.048373308	61090	10
61100	0.0484962426	61100	10
61110	0.0486194454	61110	10
61120	0.0487429127	61120	10
61130	0.0488666445	61130	10
61140	0.0489906445	61140	10
61150	0.04911491	61150	10
61160	0.04923944	61160	10
61170	0.04936424	61170	10
61180	0.0494893044	61180	10
61190	0.0496146344	61190	10
61200	0.0497402325	61200	10
61210	0.0498661	61210	10
61220	0.04999223	61220	10
61230	0.05011863	61230	10
61240	0.0502452962	61240	10
61250	0.05037223	61250	0
61260	0.0504994355	61260	0
61270	0.0506269038	61270	0
61280	0.05075464	61280	0
61290	0.05088264	61290	0
61300	0.051010903	61300	0
61310	0.05113943	61310	0
61320	0.0512682162	61320	0
61330	0.051397264	61330	0
61340	0.05152657	61340	0
61350	0.0516561344	61350	0
61360	0.0517859571	61360	0
61370	0.0519160368	61370	0
61380	0.05204637	61380	0
61390	0.05217696	61390	0
61400	0.0523078032	61400	0
61410	0.0524389	61410	0
61420	0.0525702462	61420	0
61430	0.052701842	61430	0
61440	0.0528336875	61440	0
61450	0.0529657826	61450	0
61460	0.0530981272	61460	0
61470	0.0532307178	61470	0
61480	0.0533635542	61480	0
61490	0.0534966365	61490	0
61500	0.05362996	61500	0
61510	0.0537635274	61510	0
61520	0.0538973361	61520	0
61530	0.054031387	61530	0
61540	0.0541656762	61540	0
61550	0.0543002076	61550	0
61560	0.0544349737	61560	0
61570	0.05456998	61570	0
61580	0.05470522	61580	0
61590	0.0548407	61590	0
61600	0.05497641	61600	0
61610	0.0551123545	61610	0
61620	0.0552485324	61620	0
61630	0.05538494	61630	0
61640	0.05552158	61640	0
61650	0.05565845	61650	0
61660	0.0557955466	61660	0
61670	0.055932872	61670	0
61680	0.0560704246	61680	0
61690	0.0562082045	61690	0
61700	0.0563462079	61700	0
61710	0.0564844348	61710	0
61720	0.0566228852	61720	0
61730	0.05676156	61730	0
61740	0.0569004528	61740	0
61750	0.0570395663	61750	0
61760	0.0571789	61760	0
61770	0.0573184527	61770	0
61780	0.0574582256	61780	0
61790	0.0575982146	61790	0
61800	0.05773842	61800	0
61810	0.057878837	61810	0
61820	0.05801947	61820	0
61830	0.0581603162	61830	0
61840	0.0583013743	61840	0
61850	0.0584426448	61850	0
61860	0.0585841238	61860	0
61870	0.0587258153	61870	0
61880	0.0588677153	61880	0
61890	0.0590098239	61890	0
61900	0.0591521375	61900	0
61910	0.0592946559	61910	0
61920	0.059437383	61920	0
61930	0.05958031	61930	0
61940	0.0597234443	61940	0
61950	0.05986678	61950	0
61960	0.0600103177	61960	0
61970	0.0601540543	61970	0
61980	0.0602979921	61980	0
61990	0.06044213	61990	0
62000	0.0605864674	62000	0
62010	0.060731	62010	0
62020	0.0608757325	62020	0
62030	0.0610206574	62030	0
62040	0.0611657761	62040	0
62050	0.06131109	62050	0
62060	0.0614565946	62060	0
62070	0.0616022944	62070	0
62080	0.0617481843	62080	0
62090	0.0618942641	62090	0
62100	0.0620405339	62100	0
62110	0.0621869937	62110	0
62120	0.06233364	62120	0
62130	0.0624804758	62130	0
62140	0.0626274943	62140	0
62150	0.0627747	62150	0
62160	0.06292209	62160	0
62170	0.0630696639	62170	0
62180	0.0632174239	62180	0
62190	0.06336536	62190	0
62200	0.06351348	62200	0
62210	0.0636617839	62210	0
62220	0.06381027	62220	0
62230	0.06395893	62230	0
62240	0.06410776	62240	0
62250	0.06425677	62250	0
62260	0.06440596	62260	0
62270	0.0645553246	62270	0
62280	0.0647048652	62280	0
62290	0.06485458	62290	0
62300	0.06500446	62300	0
62310	0.06515452	62310	0
62320	0.06530475	62320	0
62330	0.0654551461	62330	0
62340	0.0656057149	62340	0
62350	0.0657564551	62350	0
62360	0.06590736	62360	0
62370	0.0660584345	62370	0
62380	0.0662096739	62380	0
62390	0.06636108	62390	0
62400	0.0665126443	62400	0
62410	0.06666438	62410	0
62420	0.06681628	62420	0
62430	0.06696834	62430	0
62440	0.06712056	62440	0
62450	0.06727294	62450	0
62460	0.06742548	62460	0
62470	0.06757818	62470	0
62480	0.0677310452	62480	0
62490	0.0678840652	62490	0
62500	0.06803724	62500	0
62510	0.0681905746	62510	0
62520	0.0683440641	62520	0
62530	0.0684977	62530	0
62540	0.0686515	62540	0
62550	0.06880545	62550	0
62560	0.06895955	62560	0
62570	0.0691138	62570	0
62580	0.0692682	62580	0
62590	0.06942275	62590	0
62600	0.0695774555	62600	0
62610	0.06973231	62610	0
62620	0.0698873	62620	0
62630	0.0700424463	62630	0
62640	0.07019774	62640	0
62650	0.07035317	62650	0
