Name	YT Scope Project_1	
File	C:\MAS247 Projects\ThreeTankSystem\ThreeTankSimulation\ThreeTankStepResponse.csv	
41280	0.07200191	41280	1
41290	0.07207514	41290	1
41300	0.07214839	41300	1
41310	0.07222165	41310	1
41320	0.07229493	41320	1
41330	0.07236822	41330	1
41340	0.0724415258	41340	1
41350	0.07251485	41350	1
41360	0.07258818	41360	1
41370	0.072661534	41370	1
41380	0.0727349	41380	1
41390	0.07280828	41390	1
41400	0.0728816763	41400	1
41410	0.07295509	41410	1
41420	0.07302851	41420	1
41430	0.07310195	41430	1
41440	0.07317541	41440	1
41450	0.07324888	41450	1
41460	0.07332236	41460	1
41470	0.07339586	41470	1
41480	0.07346938	41480	1
41490	0.07354291	41490	1
41500	0.07361645	41500	1
41510	0.07369001	41510	1
41520	0.07376359	41520	1
41530	0.073837176	41530	1
41540	0.07391078	41540	1
41550	0.0739844	41550	1
41560	0.07405803	41560	1
41570	0.07413168	41570	1
41580	0.07420535	41580	1
41590	0.0742790252	41590	1
41600	0.07435272	41600	1
41610	0.07442642	41610	1
41620	0.0745001361	41620	1
41630	0.07457387	41630	1
41640	0.07464761	41640	1
41650	0.07472137	41650	1
41660	0.07479515	41660	1
41670	0.07486894	41670	1
41680	0.0749427453	41680	1
41690	0.0750165656	41690	1
41700	0.07509039	41700	1
41710	0.0751642361	41710	1
41720	0.0752380937	41720	1
41730	0.0753119662	41730	1
41740	0.07538585	41740	1
41750	0.075459756	41750	1
41760	0.07553367	41760	1
41770	0.0756076	41770	1
41780	0.07568154	41780	1
41790	0.07575549	41790	1
41800	0.07582946	41800	1
41810	0.0759034455	41810	1
41820	0.0759774446	41820	1
41830	0.07605145	41830	1
41840	0.07612547	41840	1
41850	0.07619951	41850	1
41860	0.07627356	41860	1
41870	0.07634762	41870	1
41880	0.07642169	41880	1
41890	0.07649578	41890	1
41900	0.076569885	41900	1
41910	0.076644	41910	1
41920	0.07671813	41920	1
41930	0.07679227	41930	1
41940	0.0768664256	41940	1
41950	0.0769405961	41950	1
41960	0.0770147741	41960	1
41970	0.07708897	41970	1
41980	0.0771631747	41980	1
41990	0.07723739	41990	1
42000	0.07731162	42000	1
42010	0.0773858652	42010	1
42020	0.0774601251	42020	1
42030	0.07753439	42030	1
42040	0.0776086748	42040	1
42050	0.07768297	42050	1
42060	0.07775728	42060	1
42070	0.0778315961	42070	1
42080	0.07790593	42080	1
42090	0.07798027	42090	1
42100	0.07805463	42100	1
42110	0.078129	42110	1
42120	0.07820338	42120	1
42130	0.0782777742	42130	1
42140	0.07835218	42140	1
42150	0.0784266	42150	1
42160	0.07850103	42160	1
42170	0.07857548	42170	1
42180	0.07864993	42180	1
42190	0.0787244	42190	1
42200	0.07879888	42200	1
42210	0.07887337	42210	1
42220	0.07894788	42220	1
42230	0.07902239	42230	1
42240	0.07909692	42240	1
42250	0.0791714638	42250	1
42260	0.0792460144	42260	1
42270	0.07932058	42270	1
42280	0.07939515	42280	1
42290	0.07946974	42290	1
42300	0.0795443356	42300	1
42310	0.0796189457	42310	1
42320	0.07969357	42320	1
42330	0.0797682	42330	1
42340	0.07984285	42340	1
42350	0.0799175054	42350	1
42360	0.0799921751	42360	1
42370	0.08006685	42370	1
42380	0.0801415443	42380	1
42390	0.0802162439	42390	1
42400	0.08029096	42400	1
42410	0.08036568	42410	1
42420	0.08044042	42420	1
42430	0.08051516	42430	1
42440	0.08058992	42440	1
42450	0.08066469	42450	1
42460	0.08073947	42460	1
42470	0.08081426	42470	1
42480	0.08088906	42480	1
42490	0.08096387	42490	1
42500	0.0810387	42500	1
42510	0.08111353	42510	1
42520	0.08118838	42520	1
42530	0.08126324	42530	1
42540	0.08133811	42540	1
42550	0.0814129859	42550	1
42560	0.08148788	42560	1
42570	0.08156278	42570	1
42580	0.0816376954	42580	1
42590	0.08171262	42590	1
42600	0.08178755	42600	1
42610	0.0818624943	42610	1
42620	0.08193745	42620	1
42630	0.0820124149	42630	1
42640	0.08208739	42640	1
42650	0.08216237	42650	1
42660	0.08223737	42660	1
42670	0.0823123753	42670	1
42680	0.0823873952	42680	1
42690	0.08246242	42690	1
42700	0.08253746	42700	1
42710	0.08261251	42710	1
42720	0.0826875642	42720	1
42730	0.08276263	42730	1
42740	0.08283771	42740	1
42750	0.0829127952	42750	1
42760	0.0829879	42760	1
42770	0.08306301	42770	1
42780	0.08313812	42780	1
42790	0.0832132548	42790	1
42800	0.0832883939	42800	1
42810	0.08336354	42810	1
42820	0.0834387	42820	1
42830	0.08351387	42830	1
42840	0.08358905	42840	1
42850	0.08366423	42850	1
42860	0.08373943	42860	1
42870	0.0838146359	42870	1
42880	0.08388985	42880	1
42890	0.08396508	42890	1
42900	0.084040314	42900	1
42910	0.08411556	42910	1
42920	0.0841908157	42920	1
42930	0.08426608	42930	1
42940	0.0843413547	42940	1
42950	0.0844166353	42950	1
42960	0.08449193	42960	1
42970	0.0845672339	42970	1
42980	0.0846425444	42980	1
42990	0.08471786	42990	1
43000	0.0847931951	43000	1
43010	0.0848685354	43010	1
43020	0.08494388	43020	1
43030	0.08501924	43030	1
43040	0.0850946	43040	1
43050	0.08516998	43050	1
43060	0.08524536	43060	1
43070	0.0853207558	43070	1
43080	0.0853961557	43080	1
43090	0.08547156	43090	1
43100	0.0855469853	43100	1
43110	0.0856224149	43110	1
43120	0.08569785	43120	1
43130	0.0857733	43130	1
43140	0.08584875	43140	1
43150	0.0859242156	43150	1
43160	0.08599969	43160	1
43170	0.08607517	43170	1
43180	0.08615066	43180	1
43190	0.08622616	43190	1
43200	0.08630166	43200	1
43210	0.08637717	43210	1
43220	0.0864527	43220	1
43230	0.0865282342	43230	1
43240	0.0866037756	43240	1
43250	0.0866793245	43250	1
43260	0.08675488	43260	1
43270	0.0868304446	43270	1
43280	0.0869060159	43280	1
43290	0.0869815946	43290	1
43300	0.08705719	43300	1
43310	0.08713279	43310	1
43320	0.0872084	43320	1
43330	0.08728401	43330	1
43340	0.08735964	43340	1
43350	0.08743527	43350	1
43360	0.0875109062	43360	1
43370	0.08758655	43370	1
43380	0.0876622051	43380	1
43390	0.0877378657	43390	1
43400	0.0878135338	43400	1
43410	0.08788921	43410	1
43420	0.08796489	43420	1
43430	0.08804058	43430	1
43440	0.08811628	43440	1
43450	0.0881919861	43450	1
43460	0.0882677	43460	1
43470	0.08834343	43470	1
43480	0.08841916	43480	1
43490	0.0884949043	43490	1
43500	0.0885706544	43500	1
43510	0.08864641	43510	1
43520	0.08872218	43520	1
43530	0.08879795	43530	1
43540	0.08887373	43540	1
43550	0.08894952	43550	1
43560	0.0890253	43560	1
43570	0.0891011	43570	1
43580	0.0891769	43580	1
43590	0.08925271	43590	1
43600	0.08932853	43600	1
43610	0.08940435	43610	1
43620	0.089480184	43620	1
43630	0.08955602	43630	1
43640	0.08963187	43640	1
43650	0.0897077248	43650	1
43660	0.08978359	43660	1
43670	0.0898594558	43670	1
43680	0.08993533	43680	1
43690	0.09001122	43690	1
43700	0.09008711	43700	1
43710	0.09016301	43710	1
43720	0.0902389139	43720	1
43730	0.09031483	43730	1
43740	0.09039074	43740	1
43750	0.09046666	43750	1
43760	0.09054259	43760	1
43770	0.09061853	43770	1
43780	0.09069447	43780	1
43790	0.09077042	43790	1
43800	0.09084638	43800	1
43810	0.09092235	43810	1
43820	0.0909983143	43820	1
43830	0.09107429	43830	1
43840	0.09115027	43840	1
43850	0.09122626	43850	1
43860	0.09130225	43860	1
43870	0.09137826	43870	1
43880	0.09145427	43880	1
43890	0.09153028	43890	1
43900	0.0916063	43900	1
43910	0.09168232	43910	1
43920	0.0917583555	43920	1
43930	0.0918343961	43930	1
43940	0.09191044	43940	1
43950	0.0919864848	43950	1
43960	0.09206254	43960	1
43970	0.0921386	43970	1
43980	0.0922146738	43980	1
43990	0.09229075	43990	1
44000	0.09236683	44000	1
44010	0.0924429148	44010	1
44020	0.09251901	44020	1
44030	0.09259511	44030	1
44040	0.09267121	44040	1
44050	0.0927473158	44050	1
44060	0.09282343	44060	1
44070	0.09289955	44070	1
44080	0.0929756761	44080	1
44090	0.0930518061	44090	1
44100	0.09312794	44100	1
44110	0.09320409	44110	1
44120	0.09328023	44120	1
44130	0.0933563858	44130	1
44140	0.0934325457	44140	1
44150	0.09350871	44150	1
44160	0.09358488	44160	1
44170	0.093661055	44170	1
44180	0.09373724	44180	1
44190	0.09381342	44190	1
44200	0.09388961	44200	1
44210	0.0939658061	44210	1
44220	0.094042	44220	1
44230	0.09411821	44230	1
44240	0.09419442	44240	1
44250	0.09427064	44250	1
44260	0.09434686	44260	1
44270	0.0944230855	44270	1
44280	0.09449932	44280	1
44290	0.0945755541	44290	1
44300	0.0946517959	44300	1
44310	0.0947280452	44310	1
44320	0.0948042944	44320	1
44330	0.09488055	44330	1
44340	0.09495681	44340	1
44350	0.09503307	44350	1
44360	0.09510934	44360	1
44370	0.0951856151	44370	1
44380	0.0952618942	44380	1
44390	0.09533818	44390	1
44400	0.09541447	44400	1
44410	0.09549076	44410	1
44420	0.095567055	44420	1
44430	0.09564336	44430	1
44440	0.0957196653	44440	1
44450	0.0957959741	44450	1
44460	0.09587229	44460	1
44470	0.09594861	44470	1
44480	0.09602493	44480	1
44490	0.09610126	44490	1
44500	0.09617759	44500	1
44510	0.09625393	44510	1
44520	0.09633027	44520	1
44530	0.0964066163	44530	1
44540	0.09648296	44540	1
44550	0.0965593159	44550	1
44560	0.09663567	44560	1
44570	0.09671203	44570	1
44580	0.0967884	44580	1
44590	0.09686477	44590	1
44600	0.09694114	44600	1
44610	0.09701752	44610	1
44620	0.0970939	44620	1
44630	0.0971702859	44630	1
44640	0.09724668	44640	1
44650	0.09732307	44650	1
44660	0.0973994657	44660	1
44670	0.097475864	44670	1
44680	0.09755227	44680	1
44690	0.0976286754	44690	1
44700	0.09770509	44700	1
44710	0.0977815	44710	1
44720	0.09785792	44720	1
44730	0.09793434	44730	1
44740	0.09801077	44740	1
44750	0.0980872	44750	1
44760	0.0981636345	44760	1
44770	0.09824007	44770	1
44780	0.0983165056	44780	1
44790	0.09839295	44790	1
44800	0.09846939	44800	1
44810	0.09854584	44810	1
44820	0.09862229	44820	1
44830	0.09869875	44830	1
44840	0.09877521	44840	1
44850	0.09885167	44850	1
44860	0.09892814	44860	1
44870	0.0990046039	44870	1
44880	0.09908108	44880	1
44890	0.09915755	44890	1
44900	0.09923403	44900	1
44910	0.09931051	44910	1
44920	0.09938699	44920	1
44930	0.09946348	44930	1
44940	0.0995399654	44940	1
44950	0.09961646	44950	1
44960	0.0996929556	44960	1
44970	0.09976945	44970	1
44980	0.09984595	44980	1
44990	0.0999224558	44990	1
45000	0.09999896	45000	1
45010	0.100075468	45010	1
45020	0.100151978	45020	1
45030	0.100228496	45030	1
45040	0.100305013	45040	1
45050	0.100381531	45050	1
45060	0.100458056	45060	1
45070	0.100534581	45070	1
45080	0.100611106	45080	1
45090	0.100687638	45090	1
45100	0.10076417	45100	1
45110	0.1008407	45110	1
45120	0.100917242	45120	1
45130	0.100993782	45130	1
45140	0.101070322	45140	1
45150	0.101146869	45150	1
45160	0.101223417	45160	1
45170	0.101299964	45170	1
45180	0.101376511	45180	1
45190	0.101453066	45190	1
45200	0.101529621	45200	1
45210	0.101606175	45210	1
45220	0.101682737	45220	1
45230	0.1017593	45230	1
45240	0.101835862	45240	1
45250	0.101912424	45250	1
45260	0.101988994	45260	1
45270	0.102065563	45270	1
45280	0.102142133	45280	1
45290	0.1022187	45290	1
45300	0.10229528	45300	1
45310	0.102371857	45310	1
45320	0.102448434	45320	1
45330	0.102525011	45330	1
45340	0.102601595	45340	1
45350	0.10267818	45350	1
45360	0.102754764	45360	1
45370	0.102831349	45370	1
45380	0.102907933	45380	1
45390	0.102984525	45390	1
45400	0.103061117	45400	1
45410	0.103137709	45410	1
45420	0.1032143	45420	1
45430	0.103290893	45430	1
45440	0.103367493	45440	1
45450	0.103444092	45450	1
45460	0.103520691	45460	1
45470	0.103597291	45470	1
45480	0.10367389	45480	1
45490	0.1037505	45490	1
45500	0.103827104	45500	1
45510	0.103903711	45510	1
45520	0.103980318	45520	1
45530	0.104056925	45530	1
45540	0.104133531	45540	1
45550	0.104210146	45550	1
45560	0.10428676	45560	1
45570	0.104363374	45570	1
45580	0.104439989	45580	1
45590	0.1045166	45590	1
45600	0.104593217	45600	1
45610	0.104669832	45610	1
45620	0.104746446	45620	1
45630	0.104823068	45630	1
45640	0.10489969	45640	1
45650	0.104976311	45650	1
45660	0.105052933	45660	1
45670	0.105129555	45670	1
45680	0.105206177	45680	1
45690	0.1052828	45690	1
45700	0.10535942	45700	1
45710	0.105436042	45710	1
45720	0.105512664	45720	1
45730	0.105589293	45730	1
45740	0.105665922	45740	1
45750	0.105742551	45750	1
45760	0.105819181	45760	1
45770	0.10589581	45770	1
45780	0.105972439	45780	1
45790	0.106049068	45790	1
45800	0.1061257	45800	1
45810	0.106202327	45810	1
45820	0.106278956	45820	1
45830	0.106355585	45830	1
45840	0.106432214	45840	1
45850	0.106508844	45850	1
45860	0.106585473	45860	1
45870	0.1066621	45870	1
45880	0.106738731	45880	1
45890	0.10681536	45890	1
45900	0.10689199	45900	1
45910	0.106968619	45910	1
45920	0.107045248	45920	1
45930	0.107121877	45930	1
45940	0.107198507	45940	1
45950	0.107275136	45950	1
45960	0.107351765	45960	1
45970	0.107428394	45970	1
45980	0.107505023	45980	1
45990	0.107581653	45990	1
46000	0.107658282	46000	1
46010	0.107734911	46010	1
46020	0.10781154	46020	1
46030	0.10788817	46030	1
46040	0.1079648	46040	1
46050	0.108041428	46050	1
46060	0.108118057	46060	1
46070	0.108194686	46070	1
46080	0.108271316	46080	1
46090	0.108347945	46090	1
46100	0.108424574	46100	1
46110	0.1085012	46110	1
46120	0.108577833	46120	1
46130	0.108654462	46130	1
46140	0.108731091	46140	1
46150	0.10880772	46150	1
46160	0.108884342	46160	1
46170	0.108960964	46170	1
46180	0.109037586	46180	1
46190	0.109114207	46190	1
46200	0.109190829	46200	1
46210	0.109267451	46210	1
46220	0.109344073	46220	1
46230	0.109420694	46230	1
46240	0.109497316	46240	1
46250	0.109573938	46250	1
46260	0.109650552	46260	1
46270	0.109727167	46270	1
46280	0.109803781	46280	1
46290	0.109880395	46290	1
46300	0.10995701	46300	1
46310	0.110033624	46310	1
46320	0.110110238	46320	1
46330	0.110186853	46330	1
46340	0.110263459	46340	1
46350	0.110340066	46350	1
46360	0.110416673	46360	1
46370	0.11049328	46370	1
46380	0.110569887	46380	1
46390	0.110646494	46390	1
46400	0.110723093	46400	1
46410	0.110799693	46410	1
46420	0.110876292	46420	1
46430	0.110952891	46430	1
46440	0.111029491	46440	1
46450	0.11110609	46450	1
46460	0.111182682	46460	1
46470	0.111259274	46470	1
46480	0.111335866	46480	1
46490	0.111412458	46490	1
46500	0.11148905	46500	1
46510	0.111565635	46510	1
46520	0.111642219	46520	1
46530	0.1117188	46530	1
46540	0.111795388	46540	1
46550	0.111871973	46550	1
46560	0.11194855	46560	1
46570	0.112025127	46570	1
46580	0.112101704	46580	1
46590	0.112178281	46590	1
46600	0.112254851	46600	1
46610	0.11233142	46610	1
46620	0.11240799	46620	1
46630	0.112484559	46630	1
46640	0.112561122	46640	1
46650	0.112637684	46650	1
46660	0.112714246	46660	1
46670	0.112790808	46670	1
46680	0.112867363	46680	1
46690	0.112943918	46690	1
46700	0.113020472	46700	1
46710	0.113097027	46710	1
46720	0.113173574	46720	1
46730	0.113250121	46730	1
46740	0.113326669	46740	1
46750	0.113403209	46750	1
46760	0.113479748	46760	1
46770	0.113556288	46770	1
46780	0.113632821	46780	1
46790	0.113709353	46790	1
46800	0.113785885	46800	1
46810	0.113862418	46810	1
46820	0.113938943	46820	1
46830	0.114015467	46830	1
46840	0.114091992	46840	1
46850	0.11416851	46850	1
46860	0.114245027	46860	1
46870	0.114321545	46870	1
46880	0.114398055	46880	1
46890	0.114474565	46890	1
46900	0.114551075	46900	1
46910	0.114627577	46910	1
46920	0.11470408	46920	1
46930	0.114780582	46930	1
46940	0.114857078	46940	1
46950	0.114933573	46950	1
46960	0.11501006	46960	1
46970	0.115086548	46970	1
46980	0.115163036	46980	1
46990	0.115239516	46990	1
47000	0.115315996	47000	1
47010	0.115392476	47010	1
47020	0.115468949	47020	1
47030	0.115545422	47030	1
47040	0.115621887	47040	1
47050	0.115698352	47050	1
47060	0.115774818	47060	1
47070	0.115851276	47070	1
47080	0.115927733	47080	1
47090	0.116004184	47090	1
47100	0.116080634	47100	1
47110	0.116157085	47110	1
47120	0.116233528	47120	1
47130	0.116309971	47130	1
47140	0.116386406	47140	1
47150	0.116462842	47150	1
47160	0.116539277	47160	1
47170	0.116615705	47170	1
47180	0.116692133	47180	1
47190	0.116768554	47190	1
47200	0.116844974	47200	1
47210	0.116921388	47210	1
47220	0.1169978	47220	1
47230	0.117074206	47230	1
47240	0.117150612	47240	1
47250	0.11722701	47250	1
47260	0.117303409	47260	1
47270	0.117379807	47270	1
47280	0.1174562	47280	1
47290	0.117532589	47290	1
47300	0.117608972	47300	1
47310	0.117685355	47310	1
47320	0.117761731	47320	1
47330	0.117838107	47330	1
47340	0.117914476	47340	1
47350	0.117990844	47350	1
47360	0.118067205	47360	1
47370	0.118143566	47370	1
47380	0.11821992	47380	1
47390	0.118296273	47390	1
47400	0.118372619	47400	1
47410	0.118448965	47410	1
47420	0.118525304	47420	1
47430	0.118601643	47430	1
47440	0.118677974	47440	1
47450	0.118754305	47450	1
47460	0.118830629	47460	1
47470	0.118906952	47470	1
47480	0.118983269	47480	1
47490	0.119059578	47490	1
47500	0.119135886	47500	1
47510	0.119212188	47510	1
47520	0.119288489	47520	1
47530	0.119364783	47530	1
47540	0.119441077	47540	1
47550	0.119517364	47550	1
47560	0.11959365	47560	1
47570	0.119669929	47570	1
47580	0.1197462	47580	1
47590	0.119822472	47590	1
47600	0.119898736	47600	1
47610	0.119975	47610	1
47620	0.120051257	47620	1
47630	0.120127514	47630	1
47640	0.120203763	47640	1
47650	0.120280005	47650	1
47660	0.120356247	47660	1
47670	0.120432481	47670	1
47680	0.120508716	47680	1
47690	0.120584942	47690	1
47700	0.120661162	47700	1
47710	0.120737381	47710	1
47720	0.120813593	47720	1
47730	0.120889805	47730	1
47740	0.12096601	47740	1
47750	0.121042207	47750	1
47760	0.121118404	47760	1
47770	0.121194594	47770	1
47780	0.121270776	47780	1
47790	0.121346958	47790	1
47800	0.121423133	47800	1
47810	0.121499307	47810	1
47820	0.121575475	47820	1
47830	0.121651635	47830	1
47840	0.121727794	47840	1
47850	0.121803947	47850	1
47860	0.121880092	47860	1
47870	0.121956237	47870	1
47880	0.122032374	47880	1
47890	0.122108504	47890	1
47900	0.122184634	47900	1
47910	0.122260757	47910	1
47920	0.122336872	47920	1
47930	0.122412987	47930	1
47940	0.122489095	47940	1
47950	0.122565195	47950	1
47960	0.122641295	47960	1
47970	0.122717388	47970	1
47980	0.122793473	47980	1
47990	0.122869551	47990	1
48000	0.122945629	48000	1
48010	0.1230217	48010	1
48020	0.123097762	48020	1
48030	0.123173825	48030	1
48040	0.123249881	48040	1
48050	0.123325929	48050	1
48060	0.12340197	48060	1
48070	0.12347801	48070	1
48080	0.123554043	48080	1
48090	0.123630069	48090	1
48100	0.123706095	48100	1
48110	0.123782113	48110	1
48120	0.123858124	48120	1
48130	0.123934127	48130	1
48140	0.124010131	48140	1
48150	0.124086127	48150	1
48160	0.124162115	48160	1
48170	0.124238096	48170	1
48180	0.124314077	48180	1
48190	0.124390051	48190	1
48200	0.124466017	48200	1
48210	0.124541976	48210	1
48220	0.124617934	48220	1
48230	0.124693885	48230	1
48240	0.124769829	48240	1
48250	0.124845766	48250	1
48260	0.124921694	48260	1
48270	0.124997623	48270	1
48280	0.125073537	48280	1
48290	0.125149459	48290	1
48300	0.125225365	48300	1
48310	0.125301272	48310	1
48320	0.125377163	48320	1
48330	0.125453055	48330	1
48340	0.125528947	48340	1
48350	0.125604823	48350	1
48360	0.1256807	48360	1
48370	0.125756562	48370	1
48380	0.125832424	48380	1
48390	0.125908285	48390	1
48400	0.125984132	48400	1
48410	0.126059979	48410	1
48420	0.126135811	48420	1
48430	0.126211643	48430	1
48440	0.12628746	48440	1
48450	0.126363277	48450	1
48460	0.1264391	48460	1
48470	0.1265149	48470	1
48480	0.1265907	48480	1
48490	0.126666486	48490	1
48500	0.126742274	48500	1
48510	0.126818046	48510	1
48520	0.126893818	48520	1
48530	0.126969591	48530	1
48540	0.127045348	48540	1
48550	0.1271211	48550	1
48560	0.127196848	48560	1
48570	0.127272591	48570	1
48580	0.127348319	48580	1
48590	0.127424046	48590	1
48600	0.127499774	48600	1
48610	0.127575487	48610	1
48620	0.1276512	48620	1
48630	0.1277269	48630	1
48640	0.1278026	48640	1
48650	0.127878278	48650	1
48660	0.127953961	48660	1
48670	0.12802963	48670	1
48680	0.1281053	48680	1
48690	0.128180966	48690	1
48700	0.128256619	48700	1
48710	0.128332272	48710	1
48720	0.12840791	48720	1
48730	0.128483549	48730	1
48740	0.128559172	48740	1
48750	0.1286348	48750	1
48760	0.1287104	48760	1
48770	0.128786013	48770	1
48780	0.1288616	48780	1
48790	0.1289372	48790	1
48800	0.129012778	48800	1
48810	0.129088357	48810	1
48820	0.129163936	48820	1
48830	0.1292395	48830	1
48840	0.129315063	48840	1
48850	0.129390612	48850	1
48860	0.129466161	48860	1
48870	0.1295417	48870	1
48880	0.129617229	48880	1
48890	0.129692748	48890	1
48900	0.129768267	48900	1
48910	0.129843771	48910	1
48920	0.129919276	48920	1
48930	0.129994765	48930	1
48940	0.130070254	48940	1
48950	0.130145729	48950	1
48960	0.1302212	48960	1
48970	0.130296662	48970	1
48980	0.130372122	48980	1
48990	0.130447567	48990	1
49000	0.130523011	49000	1
49010	0.130598441	49010	1
49020	0.13067387	49020	1
49030	0.130749285	49030	1
49040	0.1308247	49040	1
49050	0.1309001	49050	1
49060	0.1309755	49060	1
49070	0.131050885	49070	1
49080	0.13112627	49080	1
49090	0.13120164	49090	1
49100	0.13127701	49100	1
49110	0.131352365	49110	1
49120	0.13142772	49120	1
49130	0.13150306	49130	1
49140	0.1315784	49140	1
49150	0.131653726	49150	1
49160	0.131729051	49160	1
49170	0.131804362	49170	1
49180	0.131879672	49180	1
49190	0.131954968	49190	1
49200	0.132030264	49200	1
49210	0.132105544	49210	1
49220	0.132180825	49220	1
49230	0.132256091	49230	1
49240	0.132331342	49240	1
49250	0.132406592	49250	1
49260	0.132481828	49260	1
49270	0.132557064	49270	1
49280	0.132632285	49280	1
49290	0.1327075	49290	1
49300	0.132782713	49300	1
49310	0.132857919	49310	1
49320	0.13293311	49320	1
49330	0.1330083	49330	1
49340	0.133083478	49340	1
49350	0.133158654	49350	1
49360	0.133233815	49360	1
49370	0.133308962	49370	1
49380	0.133384109	49380	1
49390	0.13345924	49390	1
49400	0.133534372	49400	1
49410	0.133609489	49410	1
49420	0.1336846	49420	1
49430	0.1337597	49430	1
49440	0.133834809	49440	1
49450	0.1339099	49450	1
49460	0.133984983	49460	1
49470	0.134060055	49470	1
49480	0.134135112	49480	1
49490	0.134210169	49490	1
49500	0.134285212	49500	1
49510	0.134360254	49510	1
49520	0.134435281	49520	1
49530	0.134510309	49530	1
49540	0.134585321	49540	1
49550	0.134660318	49550	1
49560	0.134735316	49560	1
49570	0.1348103	49570	1
49580	0.134885281	49580	1
49590	0.134960249	49590	1
49600	0.135035217	49600	1
49610	0.13511017	49610	1
49620	0.135185108	49620	1
49630	0.135260046	49630	1
49640	0.135334969	49640	1
49650	0.135409892	49650	1
49660	0.1354848	49660	1
49670	0.1355597	49670	1
49680	0.135634586	49680	1
49690	0.135709465	49690	1
49700	0.135784343	49700	1
49710	0.1358592	49710	1
49720	0.13593407	49720	1
49730	0.136008918	49730	1
49740	0.136083752	49740	1
49750	0.136158586	49750	1
49760	0.1362334	49760	1
49770	0.136308223	49770	1
49780	0.136383027	49780	1
49790	0.136457816	49790	1
49800	0.1365326	49800	1
49810	0.136607379	49810	1
49820	0.136682153	49820	1
49830	0.136756912	49830	1
49840	0.136831656	49840	1
49850	0.1369064	49850	1
49860	0.13698113	49860	1
49870	0.137055844	49870	1
49880	0.137130558	49880	1
49890	0.137205258	49890	1
49900	0.137279958	49900	1
49910	0.137354642	49910	1
49920	0.137429312	49920	1
49930	0.137503982	49930	1
49940	0.137578636	49940	1
49950	0.137653291	49950	1
49960	0.137727931	49960	1
49970	0.137802556	49970	1
49980	0.137877181	49980	1
49990	0.137951791	49990	1
50000	0.138026386	50000	1
50010	0.138100982	50010	1
50020	0.138175562	50020	1
50030	0.138250142	50030	1
50040	0.138324708	50040	1
50050	0.138399258	50050	1
50060	0.138473809	50060	1
50070	0.138548344	50070	1
50080	0.138622865	50080	1
50090	0.138697386	50090	1
50100	0.138771892	50100	1
50110	0.138846382	50110	1
50120	0.138920873	50120	1
50130	0.138995349	50130	1
50140	0.139069825	50140	1
50150	0.139144287	50150	1
50160	0.139218733	50160	1
50170	0.139293179	50170	1
50180	0.13936761	50180	1
50190	0.139442027	50190	1
50200	0.139516443	50200	1
50210	0.139590845	50210	1
50220	0.139665231	50220	1
50230	0.139739618	50230	1
50240	0.139813989	50240	1
50250	0.139888346	50250	1
50260	0.1399627	50260	1
50270	0.140037045	50270	1
50280	0.140111372	50280	1
50290	0.1401857	50290	1
50300	0.140260011	50300	1
50310	0.140334308	50310	1
50320	0.1404086	50320	1
50330	0.140482888	50330	1
50340	0.140557155	50340	1
50350	0.140631422	50350	1
50360	0.140705675	50360	1
50370	0.140779912	50370	1
50380	0.14085415	50380	1
50390	0.140928373	50390	1
50400	0.141002581	50400	1
50410	0.141076788	50410	1
50420	0.141150981	50420	1
50430	0.141225159	50430	1
50440	0.141299337	50440	1
50450	0.1413735	50450	1
50460	0.141447648	50460	1
50470	0.1415218	50470	1
50480	0.14159593	50480	1
50490	0.141670048	50490	1
50500	0.141744152	50500	1
50510	0.141818255	50510	1
50520	0.141892344	50520	1
50530	0.141966417	50530	1
50540	0.142040491	50540	1
50550	0.14211455	50550	1
50560	0.1421886	50560	1
50570	0.142262638	50570	1
50580	0.142336667	50580	1
50590	0.142410681	50590	1
50600	0.1424847	50600	1
50610	0.1425587	50610	1
50620	0.142632678	50620	1
50630	0.142706648	50630	1
50640	0.142780617	50640	1
50650	0.142854571	50650	1
50660	0.142928511	50660	1
50670	0.14300245	50670	1
50680	0.143076375	50680	1
50690	0.143150285	50690	1
50700	0.14322418	50700	1
50710	0.143298075	50710	1
50720	0.143371955	50720	1
50730	0.14344582	50730	1
50740	0.143519685	50740	1
50750	0.143593535	50750	1
50760	0.14366737	50760	1
50770	0.14374119	50770	1
50780	0.143815011	50780	1
50790	0.143888816	50790	1
50800	0.1439626	50800	1
50810	0.1440364	50810	1
50820	0.144110173	50820	1
50830	0.144183934	50830	1
50840	0.14425768	50840	1
50850	0.144331425	50850	1
50860	0.144405156	50860	1
50870	0.144478872	50870	1
50880	0.144552588	50880	1
50890	0.14462629	50890	1
50900	0.144699976	50900	1
50910	0.144773647	50910	1
50920	0.144847319	50920	1
50930	0.144920975	50930	1
50940	0.144994617	50940	1
50950	0.145068243	50950	1
50960	0.14514187	50960	1
50970	0.145215482	50970	1
50980	0.145289078	50980	1
50990	0.14536266	50990	1
51000	0.145436242	51000	1
51010	0.145509809	51010	1
51020	0.145583361	51020	1
51030	0.1456569	51030	1
51040	0.145730436	51040	1
51050	0.145803958	51050	1
51060	0.145877466	51060	1
51070	0.145950958	51070	1
51080	0.146024451	51080	1
51090	0.146097928	51090	1
51100	0.146171391	51100	1
51110	0.146244839	51110	1
51120	0.146318287	51120	1
51130	0.14639172	51130	1
51140	0.146465138	51140	1
51150	0.146538541	51150	1
